TINWSYS_IS_NUMBER,WATER_SYSTEM_NUMBER,SYSTEM_NAME,REGULATING_AGENCY,COUNTY,FEDERAL_CLASSIFICATION_TYPE,SERVICE_CONNECTIONS,POPULATION,OWNER_TYPE,PL_ADDRESS,PL_ADDRESS_CITY_NAME,PL_ADDRESS_STATE_CODE,PL_ADDRESS_ZIP_CODE,LATITUDE_MEASURE,LONGITUDE_MEASURE,SERVICE_AREA_ECONOMIC_STATUS,MHI,CALENVIRO_SCREEN_SCORE,RISK_ASSESSMENT_RESULT,CURRENT_FAILING,FINAL_SAFER_STATUS,FAILING_START_DATE,PRIMARY_MCL_VIOLATION,PRIMARY_ANALYTES,SECONDARY_MCL_VIOLATION,SECONDARY_ANALYTES,E_COLI_VIOLATION,E_COLI_ANALYTES,TREATMENT_TECHNIQUE_VIOLATION,TT_ANALYTES,MONITORING_AND_REPORTING_VIOLATION,MONITORING_AND_REPORTING_ANALYTES,SOURCE_CAPACITY_VIOLATION,SOURCE_CAPACITY_ANALYTES,TOTAL_WEIGHTED_RISK_SCORE_BEFORE_DIVIDING_BY_CATEGORY_COUNT,WEIGHTED_WATER_QUALITY_SCORE,WATER_QUALITY_SCORE,WATER_QUALITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,WATER_QUALITY_RISK_LEVEL,WEIGHTED_ACCESSIBILITY_SCORE,ACCESSIBILITY_SCORE,ACCESSIBILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,ASSESSIBILITY_RISK_LEVEL,WEIGHTED_AFFORDABILITY_SCORE,AFFORDABILITY_SCORE,AFFORDABILITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,AFFORDABILITY_RISK_LEVEL,WEIGHTED_TMF_CAPACITY_SCORE,TMF_CAPACITY_SCORE,TMF_CAPACITY_PERCENTAGE_OF_TOTAL_RISK_SCORE,TMF_CAPACITY_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL,HISTORY_OF_E_COLI_PRESENCE_THRESHOLD_MET,HISTORY_OF_E_COLI_PRESENCE_RAW_SCORE,HISTORY_OF_E_COLI_PRESENCE_WEIGHTED_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RISK_LEVEL,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_THRESHOLD_MET,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_RAW_SCORE,INCREASING_PRESENCE_OF_WATER_QUALITY_TRENDS_TOWARD_MCL_WEIGHTED_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL,TREATMENT_TECHNIUQE_VIOLATIONS_THRESHOLD_MET,TREATMENT_TECHNIUQE_VIOLATIONS_RAW_SCORE,TREATMENT_TECHNIUQE_VIOLATIONS_WEIGHTED_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_RISK_LEVEL,PAST_PRESENCE_ON_THE_FAILING_LIST_THRESHOLD_MET,PAST_PRESENCE_ON_THE_FAILING_LIST_RAW_SCORE,PAST_PRESENCE_ON_THE_FAILING_LIST_WEIGHTED_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL,CONSTITUENTS_OF_EMERGING_CONCERN_THRESHOLD_MET,CONSTITUENTS_OF_EMERGING_CONCERN_RAW_SCORE,CONSTITUENTS_OF_EMERGING_CONCERN_WEIGHTED_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_THRESHOLD_MET,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RAW_SCORE,PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_WEIGHTED_SCORE,NUMBER_OF_WATER_SOURCES_RISK_LEVEL,NUMBER_OF_WATER_SOURCES_THRESHOLD_MET,NUMBER_OF_WATER_SOURCES_RAW_SCORE,NUMBER_OF_WATER_SOURCES_WEIGHTED_RAW_SCORE,ABESENCE_OF_INTERTIES_RISK_LEVEL,ABESENCE_OF_INTERTIES_THRESHOLD_MET,ABESENCE_OF_INTERTIES_RAW_SCORE,ABESENCE_OF_INTERTIES_WEIGHTED_SCORE,SOURCE_CAPACITY_VIOLATION_RISK_LEVEL,SOURCE_CAPACITY_VIOLATIONS_THRESHOLD_MET,SOURCE_CAPACITY_VIOLATIONS_RAW_SCORE,SOURCE_CAPACITY_VIOLATIONS_WEIGHTED_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_THRESHOLD_MET,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RAW_SCORE,BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_WEIGHTED_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RISK_LEVEL,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_THRESHOLD_MET,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_RAW_SCORE,DWR_DROUGHT_AND_WATER_SHORTAGE_RISK_ASSESSMENT_PERCENTILE_WEIGHTED_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RISK_LEVEL,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_THRESHOLD_MET,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_RAW_SCORE,CRITICALLY_OVERDRAFTED_GROUNDWATER_BASIN_WEIGHTED_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_THRESHOLD_MET,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_WEIGHTED_SCORE,EXTREME_WATER_BILL_RISK_LEVEL,EXTREME_WATER_BILL_THRESHOLD_MET,EXTREME_WATER_BILL_RAW_SCORE,EXTREME_WATER_BILL_WEIGHTED_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RISK_LEVEL,HOUSEHOLD_SOCIOECONOMIC_BURDEN_THRESHOLD_MET,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_WEIGHTED_SCORE,TOTAL_NET_ANNUAL_INCOME_RISK_LEVEL,TOTAL_NET_ANNUAL_INCOME_THRESHOLD_MET,TOTAL_NET_ANNUAL_INCOME_RAW_SCORE,TOTAL_NET_ANNUAL_INCOME_WEIGHTED_SCORE,OPERATING_RATIO_RISK_LEVEL,OPERATING_RATIO_THRESHOLD_MET,OPERATING_RATIO_RAW_SCORE,OPERATING_RATIO_WEIGHTED_SCORE,DAYS_CASH_ON_HAND_RISK_LEVEL,DAYS_CASH_ON_HAND_THRESHOLD_MET,DAYS_CASH_ON_HAND_RAW_SCORE,DAYS_CASH_ON_HAND_WEIGHTED_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL,OPERATOR_CERTIFICATION_VIOLATIONS_THRESHOLD_MET,OPERATOR_CERTIFICATION_VIOLATIONS_RAW_SCORE,OPERATOR_CERTIFICATION_VIOLATIONS_WEIGHTED_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL,MONITORING_AND_REPORTING_VIOLATIONS_THRESHOLD_MET,MONITORING_AND_REPORTING_VIOLATIONS_SCORE,MONITORING_AND_REPORTING_VIOLATIONS_WEIGHTED_SCORE,SIGNIFICANT_DEFICIENCIES_RISK_LEVEL,SIGNIFICANT_DEFICIENCIES_THRESHOLD_MET,SIGNIFICANT_DEFICIENCIES_RAW_SCORE,SIGNIFICANT_DEFICIENCIES_WEIGHTED_SCORE,FUNDING_RECEIVED_SINCE_2017,TECHNICAL_ASSISTANCE_FUNDING_SINCE_2017,LEGISTATIVE_DISTRICT,REGIONAL_BOARD,CREATED_DATE
107,CA0410018,DEL ORO WATER CO.-STIRLING BLUFFS,DISTRICT 21 - VALLEY,BUTTE,COMMUNITY,158,521,PRIVATE,Gypsum Street,STIRLING CITY,CA,95978,39.905946,-121.52805,SDAC,48526,13.4129254404392,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,1.66,0.00,0.00,0.00,NONE,1.33,0.67,0.80,HIGH,0.33,0.33,0.20,LOW,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,7415.79,State Senate District 4,Region 5 Central Valley (Redding Office),2025-10-15
463,CA1000196,RIVERVIEW SCHOOL,DISTRICT 23 - FRESNO,FRESNO,NON-TRANSIENT NON-COMMUNITY,1,461,LOCAL,8662 S. LAC JAC AVE.,PARLIER,CA,93648,36.609127,-119.482986,SDAC,33093,66.3533299766282,At-Risk,Failing,Failing,2018-04-30,YES,"1,2,3-TRICHLOROPROPANE",NO,,NO,,NO,,NO,,NO,,6.34,2.00,0.67,0.32,HIGH,3.67,1.83,0.58,HIGH,0.67,0.67,0.11,MEDIUM,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,HIGH,50% or more sources exceed an MCL,1,3,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,VERY HIGH,1 or more occurrence(s) of bottled/hauled water reliance within the last 3 years,1,3,HIGH,Top 10% of systems most at risk of drought and water shortage,1.00,2.00,HIGH,1 or more source(s) within a Critically Overdrafted Basin,1,2,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,28500.0,State Senate District 14,Region 5 Central Valley (Fresno Office),2025-10-15
5552,CA5010006,CITY OF WATERFORD,DISTRICT 10 - STOCKTON,STANISLAUS,COMMUNITY,2174,8788,LOCAL,"101 E. Street, PO Box 199",WATERFORD,CA,95386,37.641457,-120.762405,DAC,65592,38.6794403304341,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,0.66,0.00,0.00,0.00,NONE,0.33,0.17,0.50,LOW,0.33,0.33,0.50,LOW,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 8,Region 5 Central Valley (Sacramento Office),2025-10-15
1752,CA1510020,"TEHACHAPI, CITY OF",DISTRICT 19 - TEHACHAPI,KERN,COMMUNITY,3274,9094,LOCAL,115 S ROBINSON STREET,TEHACHAPI,CA,93561,35.131806,-118.440692,DAC,60947,33.1249199828023,At-Risk,Not Failing,At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,3.30,2.63,0.88,0.80,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.67,0.33,0.20,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,2.00,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),0.75,2.25,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,NONE,1 or more interties,0,0,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 16,Region 5 Central Valley (Fresno Office),2025-10-15
6351,CA3900563,GAYLA MANOR PWS,LPA69 - SAN JOAQUIN COUNTY,SAN JOAQUIN,COMMUNITY,54,178,LOCAL,COZAD WAY,STOCKTON,CA,95212,38.025928,-121.249678,DAC,72071,36.1243566778165,At-Risk,Not Failing,At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,3.41,0.00,0.00,0.00,NONE,2.00,1.00,0.59,HIGH,1.08,1.08,0.32,HIGH,0.33,0.17,0.10,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,HIGH,1 or more source(s) within a Critically Overdrafted Basin,1,2,MEDIUM,1.5% or greater AND less than 2.5%,0.75,2.40,HIGH,Equal to or greater than 200% of statewide average,1.0,1.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 5,Region 5 Central Valley (Sacramento Office),2025-10-15
6157,CA5610009,PORT HUENEME CITY WATER DEPT,DISTRICT 06 - SANTA BARBARA,VENTURA,COMMUNITY,5791,21407,LOCAL,250 North Ventura Road,PORT HUENEME,CA,93041,34.1536,-119.192281,DAC,69858,32.2407503378988,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,0.33,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,0.33,0.33,1.00,LOW,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,NONE,1 or more interties,0,0,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,Systems not assessed by DWR,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 19,Region 4 Los Angeles,2025-10-15
502,CA1000247,SHERWOOD FOREST MHP,DISTRICT 23 - FRESNO,FRESNO,COMMUNITY,48,60,PRIVATE,339 N FRANKWOOD,SANGER,CA,93657,36.741742,-119.447667,DAC,59118,33.0469293791549,Potentially At-Risk,Not Failing,Potentially At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,3.17,0.00,0.00,0.00,NONE,2.17,1.08,0.68,HIGH,0.00,0.00,0.00,NONE,1.00,0.50,0.32,MEDIUM,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,HIGH,1 or more source(s) within a Critically Overdrafted Basin,1,2,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,HIGH,Less than 1,1,1.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 14,Region 5 Central Valley (Fresno Office),2025-10-15
2385,CA1900817,CLEAR SKIES MOBILE HOME PARK,DISTRICT 16 - CENTRAL,LOS ANGELES,COMMUNITY,47,131,PRIVATE,1304 E AVENUE I,LANCASTER,CA,93535,34.701431,-118.105424,DAC,72271,29.8362768857987,At-Risk,Not Failing,At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,4.17,1.50,0.50,0.36,MEDIUM,1.33,0.67,0.32,HIGH,0.67,0.67,0.16,MEDIUM,0.67,0.33,0.16,LOW,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,3.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,HIGH,Less than $0,1,1.00,HIGH,Less than 1,1,1.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,122338.67,State Senate District 21,Region 6 Lahontan (Victorville Office),2025-10-15
1566,CA1502659,OWENS PEAK SOUTH,DISTRICT 19 - TEHACHAPI,KERN,COMMUNITY,18,45,PRIVATE,125 ALZADO COURT,INYOKERN,CA,93527,35.624378,-117.808965,SDAC,53373,33.8052918882285,At-Risk,Not Failing,At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,3.50,1.00,0.33,0.29,LOW,2.17,1.08,0.62,HIGH,0.33,0.33,0.09,LOW,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,2.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,HIGH,1 or more source(s) within a Critically Overdrafted Basin,1,2,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,MEDIUM,Combined score of 0.25 - 0.5,0.5,1.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 16,Region 6 Lahontan (Victorville Office),2025-10-15
7134,CA2000844,RIVERGOLD ELEMENTARY SCHOOL,LPA50 - MADERA COUNTY,MADERA,NON-TRANSIENT NON-COMMUNITY,9,485,LOCAL,31800 Road 400,COARSEGOLD,CA,93614,37.208477,-119.781175,DAC,73897,9.36553794505898,Not At-Risk,Not Failing,Not At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,1.50,0.00,0.00,0.00,NONE,1.50,0.75,1.00,HIGH,0.00,0.00,0.00,NONE,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,HIGH,1 source,1,3,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,LOW,Top 25% of systems most at risk of drought and water shortage,0.25,0.50,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,System does not charge customers directly for water,0,0.00,NONE,System does not charge customers directly for water,0,0.00,NONE,Combined score of 0 - 0.125,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,Systems serving military bases; NTNC systems that are K-12 schools,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 8,Region 5 Central Valley (Sacramento Office),2025-10-15
4261,CA4300771,NEW AVENUE MUTUAL WATER COMPANY,DISTRICT 17 - SANTA CLARA,SANTA CLARA,COMMUNITY,114,305,PRIVATE,10900 NEW AVENUE,GILROY,CA,95020,37.067881,-121.544337,Non-DAC,108626,25.6564146797227,Not At-Risk,Failing,Failing,2022-09-06,NO,,YES,MANGANESE,NO,,NO,,NO,,NO,,2.33,0.50,0.17,0.21,LOW,0.33,0.17,0.14,LOW,0.17,0.17,0.07,LOW,1.33,0.67,0.57,HIGH,NONE,No history of E. coli presence over the last 3 years,0,0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,No violation over the last three years,0,0,MEDIUM,1 Failing list occurrence over the last 3 years,0.5,1.0,NONE,Less than 25% sources meeting the criteria,0.00,0.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,MEDIUM,Equal to or greater than 150% AND less than 200% of statewide average,0.5,0.50,NONE,Combined score of 0 - 0.125,0,0.00,HIGH,Less than $0,1,1.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,HIGH,1 or more Significant Deficiencies over the last three years,1,3.0,0.0,0.0,State Senate District 17,Region 3 Central Coast,2025-10-15
7804,CA3400191,ELEVEN OAKS MOBILE HOME COMMUNITY,LPA64 - SACRAMENTO COUNTY,SACRAMENTO,COMMUNITY,136,262,PRIVATE,4939 POLK ST,NORTH HIGHLANDS,CA,95660,38.656709,-121.379516,DAC,61658,54.6981564300685,Potentially At-Risk,Not Failing,Potentially At-Risk,,NO,,NO,,NO,,NO,,NO,,NO,,2.75,1.75,0.58,0.64,MEDIUM,0.33,0.17,0.12,LOW,0.67,0.67,0.24,MEDIUM,0.00,0.00,0.00,NONE,NONE,No history of E. coli presence over the last 3 years,0,0,MEDIUM,25% or more sources meeting the criteria (score range: 0 < n <= 0.5),0.25,0.50,NONE,No violation over the last three years,0,0,NONE,No Failing list occurrence over the last 3 years,0.0,0.0,HIGH,25% or more sources meeting the criteria (score range: 0.5 < n <= 1),1.00,3.00,NONE,Less than 50% sources exceed an MCL,0,0,NONE,2 or more sources,0,0,HIGH,No intertie,1,1,NONE,No source capacity violations; and no Service Connection Moratoriums within the past 3 years,0,0,NONE,No occurrences of bottled/hauled water reliance within the last 3 years,0,0,NONE,Below top 25% of systems most at risk of drought and water shortage,0.00,0.00,NONE,No sources within a Critically Overdrafted Basin,0,0,NONE,Less than 1.5%,0,0.00,NONE,Below 150% of statewide average,0,0.00,HIGH,Combined score of 0.625 - 1.0,1,2.00,NONE,Greater than $0,0,0.00,NONE,1 or greater,0,0.00,NONE,1 or greater,0,0.00,NONE,No Operator Certification violations over the last three years,0,0.0,NONE,Less than 2 violations,0,0.0,NONE,No Significant Deficiencies over the last three years,0,0.0,0.0,0.0,State Senate District 6,Region 5 Central Valley (Redding Office),2025-10-15
